timestamp_utc,EUR,GBP,ETB,JPY,CAD,AUD,CHF,CNY,INR,KES
2026-09-25T10:01:20.171227+00:00,0.878683,0.756444,162.672934,158.686572,1.412849,1.425481,0.827673,6.717253,96.015075,129.489487
2026-09-25T10:19:34.805155+00:00,0.878683,0.756444,162.672934,158.686572,1.412849,1.425481,0.827673,6.717253,96.015075,129.489487
2026-09-25T10:26:13.434915+00:00,0.878683,0.756444,162.672934,158.686572,1.412849,1.425481,0.827673,6.717253,96.015075,129.489487
2026-09-25T14:31:13.902982+00:00,0.878683,0.756444,162.672934,158.686572,1.412849,1.425481,0.827673,6.717253,96.015075,129.489487
2026-09-25T19:11:30.834122+00:00,0.878683,0.756444,162.672934,158.686572,1.412849,1.425481,0.827673,6.717253,96.015075,129.489487
2026-09-25T23:11:42.494094+00:00,0.878683,0.756444,162.672934,158.686572,1.412849,1.425481,0.827673,6.717253,96.015075,129.489487
2026-09-26T04:24:35.767931+00:00,0.877267,0.755351,162.612883,157.539759,1.413327,1.423404,0.82842,6.724641,95.918696,129.511518
2026-09-26T09:46:00.992566+00:00,0.877267,0.755351,162.612883,157.539759,1.413327,1.423404,0.82842,6.724641,95.918696,129.511518
2026-09-26T14:16:10.323089+00:00,0.877267,0.755351,162.612883,157.539759,1.413327,1.423404,0.82842,6.724641,95.918696,129.511518
